MSSubClass,MSZoning_C (all),MSZoning_FV,MSZoning_NA,MSZoning_RH,MSZoning_RL,MSZoning_RM,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,LotFrontage,Street_Grvl,Street_Pave,Alley_Grvl,Alley_NA,Alley_Pave,LotArea,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LandSlope_Gtl,LandSlope_Mod,LandSlope_Sev,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Artery,Feedr,Norm,PosA,PosN,RRAe,RRAn,RRNe,RRNn,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofMatl_ClyTile,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,AsbShng,AsphShn,BrkComm,BrkFace,CBlock,CemntBd,HdBoard,ImStucc,MetalSd,NA,Plywood,Stone,Stucco,VinylSd,Wd Sdng,WdShing,ExterQual,ExterCond,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_NA,MasVnrType_None,MasVnrType_Stone,MasVnrArea,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,BsmtQual,BsmtCond,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_NA,BsmtExposure_No,0,Utilities_AllPub,Utilities_NA,Utilities_NoSeWa,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,HeatingQC,CentralAir_N,CentralAir_Y,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_NA,Electrical_SBrkr,0,0,1,BedroomAbvGr,2,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_NA,GarageYrBlt,GarageFinish,GarageCars,0,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscFeature_Gar2,MiscFeature_NA,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,MiscVal,MoSold,YrSold,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_NA,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
70,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389.07649109393657,0,1,0,1,0,2911.1940610330344,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6.898648307306074,6,0.011363636363636364,0.14285714285714285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,0,0.0,0,1,0,0,0,0,3,3,0,1,0,0,0,15715.5,1,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,1,3,3.0,3269.024230335991,3,4,0,1,0,0,0,0,0,0.011363636363636364,2,4.0,(-0.010812392783675519-0.007855663186838531j),3,3,2,0,5511.018780588576,0,0,0,0,0,1,0,0,0,0,5,2009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
80,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,206.68202637700037,0,1,0,1,0,2003.013326174355,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6.898648307306074,5,0.022222222222222223,0.022222222222222223,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,3,0,1,0,0,0,1047.0,0,1,0,0,0,0,3,3,1,0,0,0,0,6374.0,1,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,1,4,1.75,1540.3567516864077,3,3,0,1,0,0,0,0,0,0.022222222222222223,2,4.0,(-0.11153665648922334-0.08103612437094584j),3,3,2,0,0.0,0,0,0,0,0,1,0,0,0,0,6,2006,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,221.35585372644266,0,1,0,1,0,1339.022933031465,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6.898648307306074,5,0.008849557522123894,0.021739130434782608,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0.0,0,0,1,0,0,0,3,3,0,0,0,0,1,424.5,1,0,0,0,1,0,0,0,0,3,1,0,1,0,0,0,0,0,0,2.0,5807.884515375575,2,9,0,0,0,0,0,1,0,0.009900990099009901,1,4.0,(-0.4869701084882336-0.353804493684086j),2,1,0,1600,1948.4393755003002,0,0,0,0,0,1,0,0,0,0,11,2009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,186.42902283347055,0,1,0,1,0,1602.61928319565,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8.585814486631532,6,0.02702702702702703,0.08333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,99.0,0,1,0,0,0,0,3,3,0,0,0,0,1,8138.0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,2,2.25,1874.073539839664,3,4,0,1,0,0,0,0,0,0.02702702702702703,2,4.0,(-0.11153665648922334-0.08103612437094584j),3,3,2,70225,0.0,0,0,0,648,0,1,0,0,0,0,1,2006,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
120,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.02087373757038,0,1,0,1,0,827.4653909854351,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8.585814486631532,5,0.14285714285714285,0.14285714285714285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,3,0,1,0,0,0,169.0,0,0,1,0,0,0,4,3,0,1,0,0,0,8037.0,1,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,1,4,1.75,1187.9978231807775,1,4,0,1,0,0,0,0,0,0.14285714285714285,3,4.0,(-0.2945957833792047-0.21403636519604702j),3,3,2,19600,0.0,0,0,0,0,0,1,0,0,0,0,6,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.56423041618189,1,0,0,1,0,1419.3656588831575,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6.898648307306074,5,0.01694915254237288,0.01694915254237288,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,0,0,1,0,0.0,0,1,0,0,0,0,3,3,1,0,0,0,0,270.0,1,0,0,0,1,0,0,0,0,3,1,0,1,0,0,0,0,0,0,1.0,1477.867585048929,2,2,0,0,1,0,0,0,0,0.01694915254237288,1,4.0,(-0.061689658973611755-0.04482016078247647j),3,3,0,0,0.0,0,0,0,0,0,0,0,1,0,54,6,2010,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,177.85804573344834,0,1,0,1,0,1553.115280432085,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8.585814486631532,6,0.018867924528301886,0.018867924528301886,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3,0,1,0,0,0,243.0,0,1,0,0,0,0,3,3,0,0,0,0,1,4065.0,1,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,1,0,1.5,2074.500402378807,4,3,0,1,0,0,0,0,0,0.018867924528301886,2,1.0,(0.0820826799145347+0j),3,3,2,0,0.0,275,0,0,0,0,0,0,1,0,500,4,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.35073157522456,0,1,1,0,0,1358.5603074508356,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6.898648307306074,7,0.010752688172043012,0.01639344262295082,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,3,0,0,0,1,0,0.0,1,0,0,0,0,0,3,3,0,0,0,0,1,343.0,1,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,1,0,1.75,2953.238622530295,3,2,0,0,0,0,0,1,0,0.017857142857142856,1,1.0,(0.024886141655177527+0j),3,3,1,42849,0.0,96,0,0,0,0,1,0,0,0,0,7,2006,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.10929003497905,0,1,0,1,0,1850.4999664298557,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10.330412131161864,5,0.07692307692307693,0.07692307692307693,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,3,0,1,0,0,0,442.0,0,0,1,0,0,0,4,3,0,0,0,0,1,824.5,1,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,1,0,2.0,2406.512456920431,3,4,0,1,0,0,0,0,0,0.07692307692307693,2,4.0,(0.17507972174717698+0j),3,3,2,0,198.25236442474022,0,0,0,0,0,1,0,0,0,0,5,2010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,130.02087373757038,0,1,0,1,0,1763.1325653275971,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6.898648307306074,6,0.017543859649122806,0.017543859649122806,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0.0,0,1,0,0,0,0,3,3,0,0,0,0,1,4149.0,1,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,1,4,1.0,1424.4052270722368,2,3,0,1,0,0,0,0,0,0.017543859649122806,2,1.0,(0.013331390850038687+0j),3,3,2,0,0.0,120,0,0,0,0,1,0,0,0,0,7,2006,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,130.02087373757038,0,1,0,1,0,1986.8533066073392,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,12.125732532083184,5,0.1111111111111111,0.1111111111111111,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,148.0,0,0,1,0,0,0,4,3,0,0,0,0,1,14791.0,1,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,1,8,2.75,2449.12601824171,3,4,0,1,0,0,0,0,0,0.1111111111111111,2,9.0,(0.14642036850194562+0j),3,3,2,22500,453.18759912424787,0,0,0,0,0,1,0,0,0,0,7,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
80,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.17990943702895,0,1,0,1,0,1432.9045614890838,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8.585814486631532,7,0.025,0.025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,80.0,0,1,0,0,0,0,3,3,1,0,0,0,0,6301.0,1,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,1,0,1.75,1489.7607461052442,3,3,0,1,0,0,0,0,0,0.025,1,4.0,(-0.23441431633108362-0.17031196998783382j),3,3,2,0,0.0,0,0,0,0,0,1,0,0,0,0,6,2010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,93.78712258392171,0,1,0,1,0,1105.009683976612,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10.330412131161864,5,0.5,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,3,0,0,0,0,1,128.0,0,0,1,0,0,0,4,3,0,0,1,0,0,9108.5,1,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,1,4,2.75,1947.8017802850952,2,4,0,1,0,0,0,0,0,1.0,2,4.0,(-0.11153665648922334-0.08103612437094584j),3,3,2,36864,207.06279240848656,0,0,0,0,0,1,0,0,0,0,6,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
60,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.35537924355296,0,1,0,1,0,1222.1327037383883,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10.330412131161864,5,0.125,0.125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,3,0,0,0,1,0,0.0,0,0,1,0,0,0,4,3,0,0,0,0,1,399.0,1,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,1,0,2.5,4353.287182745535,3,4,0,1,0,0,0,0,0,0.125,2,4.0,(0.16506910369302205+0j),3,3,2,0,301.8691769624716,0,0,0,0,0,1,0,0,0,0,6,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,136.07598931596323,0,1,0,0,1,1053.2246145679587,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.278031643091577,4,0.017241379310344827,0.017241379310344827,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0.0,0,1,0,0,0,0,2,3,0,0,0,0,1,468.0,1,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,1,0,1.0,1317.770075502472,2,3,0,0,0,0,0,1,0,0.02702702702702703,1,4.0,(0.1041914906940458+0j),3,3,2,0,181.01933598375618,112,0,0,0,0,1,0,0,0,0,2,2009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.02087373757038,0,1,0,1,0,1881.7814949307858,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10.330412131161864,5,0.125,0.125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,3,0,0,0,1,0,0.0,0,0,1,0,0,0,4,3,0,1,0,0,0,423.5,1,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,1,4,2.5,4629.395625039981,3,4,0,0,0,1,0,0,0,0.125,3,4.0,(-0.2552155444755998-0.18542494686956684j),3,3,2,10000,332.55375505322445,0,0,0,0,0,1,0,0,0,0,10,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,136.07598931596323,0,1,0,1,0,1572.2013167785644,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8.585814486631532,7,0.014084507042253521,0.01639344262295082,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,3,0,0,0,1,0,0.0,1,0,0,0,0,0,3,3,0,0,0,0,1,389.0,1,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,1,4,2.0,3251.255429746715,3,3,0,0,0,0,0,1,0,0.014084507042253521,1,1.0,(-0.053122556961022166-0.03859579682856982j),3,3,2,112225,0.0,0,0,0,0,0,1,0,0,0,0,7,2009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,195.06619950773603,0,1,0,1,0,1737.2823222279171,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,12.125732532083184,5,0.2,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,3,0,0,0,1,0,0.0,0,0,1,0,0,0,4,4,0,0,0,0,1,744.5,1,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,1,4,2.0,2145.5539168492246,3,4,0,1,0,0,0,0,0,0.2,2,4.0,(0.8801443648277406+0j),3,3,2,0,1656.5023392678925,0,0,0,0,0,1,0,0,0,0,6,2006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,293.9583639445171,0,1,0,1,0,2169.1010836201685,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,15.848931924611133,5,0.25,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,3,0,1,0,0,0,816.0,0,0,1,0,0,0,5,3,1,0,0,0,0,19853.0,1,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,1,4,2.75,3053.814130782214,2,5,0,1,0,0,0,0,0,0.25,3,9.0,(1.7022408892948517+0j),3,3,2,35344,301.8691769624716,0,0,0,0,0,1,0,0,0,0,6,2008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
45,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.33620739432779,0,1,0,1,0,1071.4412922274264,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6.898648307306074,6,0.011494252873563218,0.01639344262295082,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0.0,1,0,0,0,0,0,3,3,0,0,0,0,1,7840.0,1,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,1,0,1.75,1094.0366369077383,2,4,0,0,0,0,0,0,1,0.008620689655172414,0,0.0,0j,0,0,2,0,0.0,116,0,0,0,0,1,0,0,0,0,5,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,149.7945552871391,0,1,0,1,0,1395.4635322642232,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10.330412131161864,5,0.1,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,3,0,0,0,1,0,0.0,0,0,1,0,0,0,4,3,0,0,0,0,1,957.0,1,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,1,3,2.0,2062.4176130384863,3,4,0,1,0,0,0,0,0,0.1,2,4.0,(-0.012602467740628846-0.009156228771382488j),3,3,2,84100,243.55492193753753,0,0,0,0,0,1,0,0,0,0,4,2009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
60,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.02087373757038,0,1,0,1,0,3683.6749858909975,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6.898648307306074,5,0.022727272727272728,0.022727272727272728,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,3,0,0,0,1,0,0.0,0,0,1,0,0,0,3,4,0,1,0,0,0,8636.0,1,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,2.75,5469.949733431915,3,3,0,1,0,0,0,0,0,0.022727272727272728,3,4.0,(0.003944926264434325+0j),3,3,2,236196,0.0,0,0,225,0,0,1,0,0,0,0,6,2009,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
160,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,45.316200542155286,0,1,0,0,1,530.1682131899652,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10.330412131161864,5,0.16666666666666666,0.16666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,3,0,0,0,1,0,0.0,0,0,1,0,0,0,4,3,0,0,0,0,1,300.0,1,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,1,0,2.5,3007.133688484788,2,4,0,0,0,0,0,1,0,0.16666666666666666,2,4.0,(-0.12204358758872488-0.08866985665355584j),3,3,2,0,2138.760388636371,0,0,0,0,0,1,0,0,0,0,7,2006,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,192.17990943702895,0,1,0,1,0,1821.5352041630008,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8.585814486631532,5,0.018518518518518517,0.018518518518518517,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,387.0,0,1,0,0,0,0,3,3,0,0,0,0,1,6416.0,1,0,0,0,1,0,0,0,0,3,0,1,1,0,0,0,0,0,8,2.25,1999.0386779031055,3,3,0,1,0,0,0,0,0,0.018518518518518517,2,4.0,(-0.18236583185069002-0.13249653249460086j),3,3,2,0,0.0,0,0,192,0,0,1,0,0,0,0,6,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
160,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,59.23051457504459,0,1,0,0,1,633.7846199918006,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10.330412131161864,5,0.16666666666666666,0.16666666666666666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0.0,0,0,1,0,0,0,4,3,0,0,0,0,1,300.0,1,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,1,0,2.5,2907.550901166643,2,4,0,0,0,0,0,1,0,0.16666666666666666,2,4.0,(-0.12204358758872488-0.08866985665355584j),3,3,2,0,2138.760388636371,0,0,0,0,0,1,0,0,0,0,6,2006,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
